Date,Unregulated Inflow*** (cfs),,,,,,,,,
26-Dec-98,325, , , , , , , , , 
27-Dec-98,357, , , , , , , , , 
28-Dec-98,310, , , , , , , , , 
29-Dec-98,420, , , , , , , , , 
30-Dec-98,440, , , , , , , , , 
31-Dec-98,345, , , , , , , , , 
1-Jan-99,594, , , , , , , , , 
2-Jan-99,293, , , , , , , , , 
3-Jan-99,381, , , , , , , , , 
4-Jan-99,493, , , , , , , , , 
5-Jan-99,346, , , , , , , , , 
6-Jan-99,402, , , , , , , , , 
7-Jan-99,396, , , , , , , , , 
8-Jan-99,455, , , , , , , , , 
9-Jan-99,445, , , , , , , , , 
10-Jan-99,342, , , , , , , , , 
11-Jan-99,307, , , , , , , , , 
12-Jan-99,552, , , , , , , , , 
13-Jan-99,220, , , , , , , , , 
14-Jan-99,284, , , , , , , , , 
15-Jan-99,381, , , , , , , , , 
16-Jan-99,429, , , , , , , , , 
17-Jan-99,349, , , , , , , , , 
18-Jan-99,487, , , , , , , , , 
19-Jan-99,604, , , , , , , , , 
20-Jan-99,606, , , , , , , , , 
21-Jan-99,414, , , , , , , , , 
22-Jan-99,405, , , , , , , , , 
23-Jan-99,564, , , , , , , , , 
24-Jan-99,318, , , , , , , , , 
25-Jan-99,395, , , , , , , , , 
26-Jan-99,720, , , , , , , , , 
27-Jan-99,422, , , , , , , , , 
28-Jan-99,231, , , , , , , , , 
29-Jan-99,439, , , , , , , , , 
30-Jan-99,323, , , , , , , , , 
31-Jan-99,283, , , , , , , , , 
1-Feb-99,445, , , , , , , , , 
2-Feb-99,411, , , , , , , , , 
3-Feb-99,387, , , , , , , , , 
4-Feb-99,397, , , , , , , , , 
5-Feb-99,364, , , , , , , , , 
6-Feb-99,578, , , , , , , , , 
7-Feb-99,330, , , , , , , , , 
8-Feb-99,451, , , , , , , , , 
9-Feb-99,400, , , , , , , , , 
10-Feb-99,505, , , , , , , , , 
11-Feb-99,334, , , , , , , , , 
12-Feb-99,320, , , , , , , , , 
13-Feb-99,441, , , , , , , , , 
14-Feb-99,239, , , , , , , , , 
15-Feb-99,468, , , , , , , , , 
16-Feb-99,386, , , , , , , , , 
17-Feb-99,327, , , , , , , , , 
18-Feb-99,464, , , , , , , , , 
19-Feb-99,443, , , , , , , , , 
20-Feb-99,624, , , , , , , , , 
21-Feb-99,377, , , , , , , , , 
22-Feb-99,423, , , , , , , , , 
23-Feb-99,506, , , , , , , , , 
24-Feb-99,452, , , , , , , , , 
25-Feb-99,435, , , , , , , , , 
26-Feb-99,458, , , , , , , , , 
27-Feb-99,466, , , , , , , , , 
28-Feb-99,481, , , , , , , , , 
1-Mar-99,368, , , , , , , , , 
2-Mar-99,619, , , , , , , , , 
3-Mar-99,595, , , , , , , , , 
4-Mar-99,484, , , , , , , , , 
5-Mar-99,545, , , , , , , , , 
6-Mar-99,535, , , , , , , , , 
7-Mar-99,431, , , , , , , , , 
8-Mar-99,635, , , , , , , , , 
9-Mar-99,430, , , , , , , , , 
10-Mar-99,469, , , , , , , , , 
11-Mar-99,494, , , , , , , , , 
12-Mar-99,486, , , , , , , , , 
13-Mar-99,491, , , , , , , , , 
14-Mar-99,430, , , , , , , , , 
15-Mar-99,528, , , , , , , , , 
16-Mar-99,667, , , , , , , , , 
17-Mar-99,876, , , , , , , , , 
18-Mar-99,703, , , , , , , , , 
19-Mar-99,566, , , , , , , , , 
20-Mar-99,936, , , , , , , , , 
21-Mar-99,1020, , , , , , , , , 
22-Mar-99,1039, , , , , , , , , 
23-Mar-99,1060, , , , , , , , , 
24-Mar-99,1105, , , , , , , , , 
25-Mar-99,988, , , , , , , , , 
26-Mar-99,1259, , , , , , , , , 
27-Mar-99,1178, , , , , , , , , 
28-Mar-99,1022, , , , , , , , , 
29-Mar-99,959, , , , , , , , , 
30-Mar-99,896, , , , , , , , , 
31-Mar-99,978, , , , , , , , , 
1-Apr-99,836, , , , , , , , , 
2-Apr-99,731, , , , , , , , , 
3-Apr-99,810, , , , , , , , , 
4-Apr-99,636, , , , , , , , , 
5-Apr-99,541, , , , , , , , , 
6-Apr-99,635, , , , , , , , , 
7-Apr-99,652, , , , , , , , , 
8-Apr-99,849, , , , , , , , , 
9-Apr-99,433, , , , , , , , , 
10-Apr-99,599, , , , , , , , , 
11-Apr-99,651, , , , , , , , , 
12-Apr-99,660, , , , , , , , , 
13-Apr-99,653, , , , , , , , , 
14-Apr-99,972, , , , , , , , , 
15-Apr-99,891, , , , , , , , , 
16-Apr-99,666, , , , , , , , , 
17-Apr-99,691, , , , , , , , , 
18-Apr-99,624, , , , , , , , , 
19-Apr-99,777, , , , , , , , , 
20-Apr-99,1092, , , , , , , , , 
21-Apr-99,1125, , , , , , , , , 
22-Apr-99,1291, , , , , , , , , 
23-Apr-99,1162, , , , , , , , , 
24-Apr-99,875, , , , , , , , , 
25-Apr-99,1238, , , , , , , , , 
26-Apr-99,1054, , , , , , , , , 
27-Apr-99,1300, , , , , , , , , 
28-Apr-99,1170, , , , , , , , , 
29-Apr-99,909, , , , , , , , , 
30-Apr-99,1436, , , , , , , , , 
1-May-99,1482, , , , , , , , , 
2-May-99,1433, , , , , , , , , 
3-May-99,1369, , , , , , , , , 
4-May-99,1315, , , , , , , , , 
5-May-99,1028, , , , , , , , , 
6-May-99,984, , , , , , , , , 
7-May-99,1169, , , , , , , , , 
8-May-99,1133, , , , , , , , , 
9-May-99,1544, , , , , , , , , 
10-May-99,1820, , , , , , , , , 
11-May-99,1690, , , , , , , , , 
12-May-99,1497, , , , , , , , , 
13-May-99,1544, , , , , , , , , 
14-May-99,1923, , , , , , , , , 
15-May-99,2213, , , , , , , , , 
16-May-99,2397, , , , , , , , , 
17-May-99,2367, , , , , , , , , 
18-May-99,2504, , , , , , , , , 
19-May-99,2799, , , , , , , , , 
20-May-99,3574, , , , , , , , , 
21-May-99,3940, , , , , , , , , 
22-May-99,4358, , , , , , , , , 
23-May-99,4681, , , , , , , , , 
24-May-99,5253, , , , , , , , , 
25-May-99,5108, , , , , , , , , 
26-May-99,4862, , , , , , , , , 
27-May-99,4676, , , , , , , , , 
28-May-99,4779, , , , , , , , , 
29-May-99,5474, , , , , , , , , 
30-May-99,5313, , , , , , , , , 
31-May-99,5286, , , , , , , , , 
1-Jun-99,5008, , , , , , , , , 
2-Jun-99,5225, , , , , , , , , 
3-Jun-99,5062, , , , , , , , , 
4-Jun-99,5008, , , , , , , , , 
5-Jun-99,4800, , , , , , , , , 
6-Jun-99,4224, , , , , , , , , 
7-Jun-99,3796, , , , , , , , , 
8-Jun-99,4376, , , , , , , , , 
9-Jun-99,5097, , , , , , , , , 
10-Jun-99,5497, , , , , , , , , 
11-Jun-99,5234, , , , , , , , , 
12-Jun-99,5060, , , , , , , , , 
13-Jun-99,5109, , , , , , , , , 
14-Jun-99,5605, , , , , , , , , 
15-Jun-99,5586, , , , , , , , , 
16-Jun-99,5449, , , , , , , , , 
17-Jun-99,6137, , , , , , , , , 
18-Jun-99,6220, , , , , , , , , 
19-Jun-99,5821, , , , , , , , , 
20-Jun-99,5538, , , , , , , , , 
21-Jun-99,5458, , , , , , , , , 
22-Jun-99,5369, , , , , , , , , 
23-Jun-99,5562, , , , , , , , , 
24-Jun-99,5337, , , , , , , , , 
25-Jun-99,5126, , , , , , , , , 
26-Jun-99,4953, , , , , , , , , 
27-Jun-99,4643, , , , , , , , , 
28-Jun-99,4413, , , , , , , , , 
29-Jun-99,3990, , , , , , , , , 
30-Jun-99,3656, , , , , , , , , 
1-Jul-99,3625, , , , , , , , , 
2-Jul-99,3489, , , , , , , , , 
3-Jul-99,3339, , , , , , , , , 
4-Jul-99,3205, , , , , , , , , 
5-Jul-99,2922, , , , , , , , , 
6-Jul-99,2635, , , , , , , , , 
7-Jul-99,2670, , , , , , , , , 
8-Jul-99,2799, , , , , , , , , 
9-Jul-99,2525, , , , , , , , , 
10-Jul-99,2410, , , , , , , , , 
11-Jul-99,2344, , , , , , , , , 
12-Jul-99,2091, , , , , , , , , 
13-Jul-99,1923, , , , , , , , , 
14-Jul-99,1801, , , , , , , , , 
15-Jul-99,1867, , , , , , , , , 
16-Jul-99,1747, , , , , , , , , 
17-Jul-99,1669, , , , , , , , , 
18-Jul-99,1584, , , , , , , , , 
19-Jul-99,1994, , , , , , , , , 
20-Jul-99,2174, , , , , , , , , 
21-Jul-99,1957, , , , , , , , , 
22-Jul-99,2063, , , , , , , , , 
23-Jul-99,2121, , , , , , , , , 
24-Jul-99,2171, , , , , , , , , 
25-Jul-99,2338, , , , , , , , , 
26-Jul-99,2315, , , , , , , , , 
27-Jul-99,2027, , , , , , , , , 
28-Jul-99,2366, , , , , , , , , 
29-Jul-99,2102, , , , , , , , , 
30-Jul-99,2298, , , , , , , , , 
31-Jul-99,2336, , , , , , , , , 
1-Aug-99,2128, , , , , , , , , 
2-Aug-99,1864, , , , , , , , , 
3-Aug-99,2380, , , , , , , , , 
4-Aug-99,2104, , , , , , , , , 
5-Aug-99,2158, , , , , , , , , 
6-Aug-99,2172, , , , , , , , , 
7-Aug-99,2161, , , , , , , , , 
8-Aug-99,1800, , , , , , , , , 
9-Aug-99,1737, , , , , , , , , 
10-Aug-99,2040, , , , , , , , , 
11-Aug-99,2294, , , , , , , , , 
12-Aug-99,2223, , , , , , , , , 
13-Aug-99,1855, , , , , , , , , 
14-Aug-99,1813, , , , , , , , , 
15-Aug-99,1865, , , , , , , , , 
16-Aug-99,1641, , , , , , , , , 
17-Aug-99,1651, , , , , , , , , 
18-Aug-99,1973, , , , , , , , , 
19-Aug-99,1667, , , , , , , , , 
20-Aug-99,1701, , , , , , , , , 
21-Aug-99,1762, , , , , , , , , 
22-Aug-99,1850, , , , , , , , , 
23-Aug-99,1508, , , , , , , , , 
24-Aug-99,1678, , , , , , , , , 
25-Aug-99,1758, , , , , , , , , 
26-Aug-99,1500, , , , , , , , , 
27-Aug-99,1503, , , , , , , , , 
28-Aug-99,1593, , , , , , , , , 
29-Aug-99,1493, , , , , , , , , 
30-Aug-99,1496, , , , , , , , , 
31-Aug-99,1459, , , , , , , , , 
1-Sep-99,1567, , , , , , , , , 
2-Sep-99,1643, , , , , , , , , 
3-Sep-99,1449, , , , , , , , , 
4-Sep-99,1400, , , , , , , , , 
5-Sep-99,1375, , , , , , , , , 
6-Sep-99,1126, , , , , , , , , 
7-Sep-99,1067, , , , , , , , , 
8-Sep-99,1031, , , , , , , , , 
9-Sep-99,1126, , , , , , , , , 
10-Sep-99,899, , , , , , , , , 
11-Sep-99,1026, , , , , , , , , 
12-Sep-99,1082, , , , , , , , , 
13-Sep-99,838, , , , , , , , , 
14-Sep-99,865, , , , , , , , , 
15-Sep-99,1047, , , , , , , , , 
16-Sep-99,1057, , , , , , , , , 
17-Sep-99,957, , , , , , , , , 
18-Sep-99,958, , , , , , , , , 
19-Sep-99,1067, , , , , , , , , 
20-Sep-99,1328, , , , , , , , , 
21-Sep-99,1256, , , , , , , , , 
22-Sep-99,943, , , , , , , , , 
23-Sep-99,900, , , , , , , , , 
24-Sep-99,1108, , , , , , , , , 
25-Sep-99,983, , , , , , , , , 
26-Sep-99,629, , , , , , , , , 
27-Sep-99,858, , , , , , , , , 
28-Sep-99,791, , , , , , , , , 
29-Sep-99,770, , , , , , , , , 
30-Sep-99,668, , , , , , , , , 
1-Oct-99,797, , , , , , , , , 
2-Oct-99,646, , , , , , , , , 
3-Oct-99,706, , , , , , , , , 
4-Oct-99,659, , , , , , , , , 
5-Oct-99,591, , , , , , , , , 
6-Oct-99,636, , , , , , , , , 
7-Oct-99,1033, , , , , , , , , 
8-Oct-99,974, , , , , , , , , 
9-Oct-99,864, , , , , , , , , 
10-Oct-99,696, , , , , , , , , 
11-Oct-99,765, , , , , , , , , 
12-Oct-99,632, , , , , , , , , 
13-Oct-99,722, , , , , , , , , 
14-Oct-99,642, , , , , , , , , 
15-Oct-99,475, , , , , , , , , 
16-Oct-99,686, , , , , , , , , 
17-Oct-99,527, , , , , , , , , 
18-Oct-99,545, , , , , , , , , 
19-Oct-99,641, , , , , , , , , 
20-Oct-99,552, , , , , , , , , 
21-Oct-99,596, , , , , , , , , 
22-Oct-99,612, , , , , , , , , 
23-Oct-99,366, , , , , , , , , 
24-Oct-99,450, , , , , , , , , 
25-Oct-99,512, , , , , , , , , 
26-Oct-99,424, , , , , , , , , 
27-Oct-99,558, , , , , , , , , 
28-Oct-99,387, , , , , , , , , 
29-Oct-99,737, , , , , , , , , 
30-Oct-99,512, , , , , , , , , 
31-Oct-99,670, , , , , , , , , 
1-Nov-99,574, , , , , , , , , 
2-Nov-99,536, , , , , , , , , 
3-Nov-99,607, , , , , , , , , 
4-Nov-99,488, , , , , , , , , 
5-Nov-99,485, , , , , , , , , 
6-Nov-99,552, , , , , , , , , 
7-Nov-99,571, , , , , , , , , 
8-Nov-99,560, , , , , , , , , 
9-Nov-99,611, , , , , , , , , 
10-Nov-99,486, , , , , , , , , 
11-Nov-99,545, , , , , , , , , 
12-Nov-99,517, , , , , , , , , 
13-Nov-99,473, , , , , , , , , 
14-Nov-99,519, , , , , , , , , 
15-Nov-99,397, , , , , , , , , 
16-Nov-99,431, , , , , , , , , 
17-Nov-99,466, , , , , , , , , 
18-Nov-99,448, , , , , , , , , 
19-Nov-99,452, , , , , , , , , 
20-Nov-99,403, , , , , , , , , 
21-Nov-99,613, , , , , , , , , 
22-Nov-99,427, , , , , , , , , 
23-Nov-99,320, , , , , , , , , 
24-Nov-99,235, , , , , , , , , 
25-Nov-99,223, , , , , , , , , 
26-Nov-99,523, , , , , , , , , 
27-Nov-99,403, , , , , , , , , 
28-Nov-99,615, , , , , , , , , 
29-Nov-99,485, , , , , , , , , 
30-Nov-99,490, , , , , , , , , 
1-Dec-99,508, , , , , , , , , 
2-Dec-99,502, , , , , , , , , 
3-Dec-99,623, , , , , , , , , 
4-Dec-99,509, , , , , , , , , 
5-Dec-99,309, , , , , , , , , 
6-Dec-99,163, , , , , , , , , 
7-Dec-99,372, , , , , , , , , 
8-Dec-99,450, , , , , , , , , 
9-Dec-99,319, , , , , , , , , 
10-Dec-99,402, , , , , , , , , 
11-Dec-99,421, , , , , , , , , 
12-Dec-99,384, , , , , , , , , 
13-Dec-99,172, , , , , , , , , 
14-Dec-99,536, , , , , , , , , 
15-Dec-99,280, , , , , , , , , 
16-Dec-99,309, , , , , , , , , 
17-Dec-99,423, , , , , , , , , 
18-Dec-99,307, , , , , , , , , 
19-Dec-99,523, , , , , , , , , 
20-Dec-99,290, , , , , , , , , 
21-Dec-99,573, , , , , , , , , 
22-Dec-99,538, , , , , , , , , 
23-Dec-99,426, , , , , , , , , 
24-Dec-99,581, , , , , , , , , 
25-Dec-99,446, , , , , , , , , 
26-Dec-99,478, , , , , , , , , 
27-Dec-99,426, , , , , , , , , 
28-Dec-99,489, , , , , , , , , 
29-Dec-99,425, , , , , , , , , 
30-Dec-99,385, , , , , , , , , 
31-Dec-99,451, , , , , , , , , 
1-Jan-00,365, , , , , , , , , 
2-Jan-00,474, , , , , , , , , 
3-Jan-00,423, , , , , , , , , 
4-Jan-00,351, , , , , , , , , 
5-Jan-00,382, , , , , , , , , 
6-Jan-00,432, , , , , , , , , 
7-Jan-00,468, , , , , , , , , 
8-Jan-00,273, , , , , , , , , 
9-Jan-00,449, , , , , , , , , 
10-Jan-00,550, , , , , , , , , 
11-Jan-00,373, , , , , , , , , 
12-Jan-00,399, , , , , , , , , 
13-Jan-00,506, , , , , , , , , 
14-Jan-00,356, , , , , , , , , 
15-Jan-00,397, , , , , , , , , 
16-Jan-00,381, , , , , , , , , 
17-Jan-00,492, , , , , , , , , 
18-Jan-00,538, , , , , , , , , 
19-Jan-00,532, , , , , , , , , 
20-Jan-00,477, , , , , , , , , 
21-Jan-00,376, , , , , , , , , 
22-Jan-00,503, , , , , , , , , 
23-Jan-00,522, , , , , , , , , 
24-Jan-00,436, , , , , , , , , 
25-Jan-00,459, , , , , , , , , 
26-Jan-00,666, , , , , , , , , 
27-Jan-00,460, , , , , , , , , 
28-Jan-00,518, , , , , , , , , 
29-Jan-00,186, , , , , , , , , 
30-Jan-00,384, , , , , , , , , 
31-Jan-00,526, , , , , , , , , 
1-Feb-00,424, , , , , , , , , 
2-Feb-00,302, , , , , , , , , 
3-Feb-00,260, , , , , , , , , 
4-Feb-00,557, , , , , , , , , 
5-Feb-00,436, , , , , , , , , 
6-Feb-00,256, , , , , , , , , 
7-Feb-00,391, , , , , , , , , 
8-Feb-00,448, , , , , , , , , 
9-Feb-00,481, , , , , , , , , 
10-Feb-00,352, , , , , , , , , 
11-Feb-00,533, , , , , , , , , 
12-Feb-00,813, , , , , , , , , 
13-Feb-00,492, , , , , , , , , 
14-Feb-00,483, , , , , , , , , 
15-Feb-00,211, , , , , , , , , 
16-Feb-00,600, , , , , , , , , 
17-Feb-00,397, , , , , , , , , 
18-Feb-00,349, , , , , , , , , 
19-Feb-00,455, , , , , , , , , 
20-Feb-00,569, , , , , , , , , 
21-Feb-00,448, , , , , , , , , 
22-Feb-00,458, , , , , , , , , 
23-Feb-00,408, , , , , , , , , 
24-Feb-00,402, , , , , , , , , 
25-Feb-00,675, , , , , , , , , 
26-Feb-00,419, , , , , , , , , 
27-Feb-00,517, , , , , , , , , 
28-Feb-00,371, , , , , , , , , 
29-Feb-00,586, , , , , , , , , 
1-Mar-00,693, , , , , , , , , 
2-Mar-00,484, , , , , , , , , 
3-Mar-00,538, , , , , , , , , 
4-Mar-00,507, , , , , , , , , 
5-Mar-00,227, , , , , , , , , 
6-Mar-00,521, , , , , , , , , 
7-Mar-00,582, , , , , , , , , 
8-Mar-00,526, , , , , , , , , 
9-Mar-00,747, , , , , , , , , 
10-Mar-00,434, , , , , , , , , 
11-Mar-00,547, , , , , , , , , 
12-Mar-00,549, , , , , , , , , 
13-Mar-00,525, , , , , , , , , 
14-Mar-00,581, , , , , , , , , 
15-Mar-00,573, , , , , , , , , 
16-Mar-00,563, , , , , , , , , 
17-Mar-00,518, , , , , , , , , 
18-Mar-00,591, , , , , , , , , 
19-Mar-00,509, , , , , , , , , 
20-Mar-00,600, , , , , , , , , 
21-Mar-00,629, , , , , , , , , 
22-Mar-00,622, , , , , , , , , 
23-Mar-00,571, , , , , , , , , 
24-Mar-00,615, , , , , , , , , 
25-Mar-00,701, , , , , , , , , 
26-Mar-00,766, , , , , , , , , 
27-Mar-00,795, , , , , , , , , 
28-Mar-00,854, , , , , , , , , 
29-Mar-00,1122, , , , , , , , , 
30-Mar-00,919, , , , , , , , , 
31-Mar-00,981, , , , , , , , , 
1-Apr-00,716, , , , , , , , , 
2-Apr-00,680, , , , , , , , , 
3-Apr-00,515, , , , , , , , , 
4-Apr-00,1466, , , , , , , , , 
5-Apr-00,1376, , , , , , , , , 
6-Apr-00,1247, , , , , , , , , 
7-Apr-00,979, , , , , , , , , 
8-Apr-00,460, , , , , , , , , 
9-Apr-00,702, , , , , , , , , 
10-Apr-00,1558, , , , , , , , , 
11-Apr-00,1484, , , , , , , , , 
12-Apr-00,1598, , , , , , , , , 
13-Apr-00,1241, , , , , , , , , 
14-Apr-00,1778, , , , , , , , , 
15-Apr-00,1867, , , , , , , , , 
16-Apr-00,987, , , , , , , , , 
17-Apr-00,1339, , , , , , , , , 
18-Apr-00,2630, , , , , , , , , 
19-Apr-00,1862, , , , , , , , , 
20-Apr-00,1726, , , , , , , , , 
21-Apr-00,1676, , , , , , , , , 
22-Apr-00,1799, , , , , , , , , 
23-Apr-00,1789, , , , , , , , , 
24-Apr-00,1745, , , , , , , , , 
25-Apr-00,1747, , , , , , , , , 
26-Apr-00,1815, , , , , , , , , 
27-Apr-00,2359, , , , , , , , , 
28-Apr-00,3041, , , , , , , , , 
29-Apr-00,3048, , , , , , , , , 
30-Apr-00,2844, , , , , , , , , 
1-May-00,2577, , , , , , , , , 
2-May-00,2635, , , , , , , , , 
3-May-00,3194, , , , , , , , , 
4-May-00,3770, , , , , , , , , 
5-May-00,4289, , , , , , , , , 
6-May-00,4711, , , , , , , , , 
7-May-00,4564, , , , , , , , , 
8-May-00,5572, , , , , , , , , 
9-May-00,4726, , , , , , , , , 
10-May-00,3893, , , , , , , , , 
11-May-00,3691, , , , , , , , , 
12-May-00,3811, , , , , , , , , 
13-May-00,3320, , , , , , , , , 
14-May-00,2904, , , , , , , , , 
15-May-00,2692, , , , , , , , , 
16-May-00,2472, , , , , , , , , 
17-May-00,2648, , , , , , , , , 
18-May-00,2696, , , , , , , , , 
19-May-00,1990, , , , , , , , , 
20-May-00,2354, , , , , , , , , 
21-May-00,2246, , , , , , , , , 
22-May-00,3120, , , , , , , , , 
23-May-00,3400, , , , , , , , , 
24-May-00,4787, , , , , , , , , 
25-May-00,5577, , , , , , , , , 
26-May-00,4609, , , , , , , , , 
27-May-00,3748, , , , , , , , , 
28-May-00,3741, , , , , , , , , 
29-May-00,4660, , , , , , , , , 
30-May-00,5224, , , , , , , , , 
31-May-00,5174, , , , , , , , , 
1-Jun-00,4661, , , , , , , , , 
2-Jun-00,4256, , , , , , , , , 
3-Jun-00,3875, , , , , , , , , 
4-Jun-00,3709, , , , , , , , , 
5-Jun-00,3546, , , , , , , , , 
6-Jun-00,3442, , , , , , , , , 
7-Jun-00,3091, , , , , , , , , 
8-Jun-00,2926, , , , , , , , , 
9-Jun-00,2820, , , , , , , , , 
10-Jun-00,2656, , , , , , , , , 
11-Jun-00,2461, , , , , , , , , 
12-Jun-00,2214, , , , , , , , , 
13-Jun-00,1977, , , , , , , , , 
14-Jun-00,1706, , , , , , , , , 
15-Jun-00,1616, , , , , , , , , 
16-Jun-00,1613, , , , , , , , , 
17-Jun-00,1605, , , , , , , , , 
18-Jun-00,1230, , , , , , , , , 
19-Jun-00,1627, , , , , , , , , 
20-Jun-00,1805, , , , , , , , , 
21-Jun-00,1418, , , , , , , , , 
22-Jun-00,1243, , , , , , , , , 
23-Jun-00,1204, , , , , , , , , 
24-Jun-00,1308, , , , , , , , , 
25-Jun-00,1298, , , , , , , , , 
26-Jun-00,1168, , , , , , , , , 
27-Jun-00,1343, , , , , , , , , 
28-Jun-00,1335, , , , , , , , , 
29-Jun-00,1053, , , , , , , , , 
30-Jun-00,997, , , , , , , , , 
1-Jul-00,1020, , , , , , , , , 
2-Jul-00,780, , , , , , , , , 
3-Jul-00,1030, , , , , , , , , 
4-Jul-00,779, , , , , , , , , 
5-Jul-00,817, , , , , , , , , 
6-Jul-00,754, , , , , , , , , 
7-Jul-00,622, , , , , , , , , 
8-Jul-00,744, , , , , , , , , 
9-Jul-00,918, , , , , , , , , 
10-Jul-00,1104, , , , , , , , , 
11-Jul-00,784, , , , , , , , , 
12-Jul-00,772, , , , , , , , , 
13-Jul-00,834, , , , , , , , , 
14-Jul-00,905, , , , , , , , , 
15-Jul-00,1357, , , , , , , , , 
16-Jul-00,1506, , , , , , , , , 
17-Jul-00,1394, , , , , , , , , 
18-Jul-00,1328, , , , , , , , , 
19-Jul-00,926, , , , , , , , , 
20-Jul-00,741, , , , , , , , , 
21-Jul-00,714, , , , , , , , , 
22-Jul-00,755, , , , , , , , , 
23-Jul-00,624, , , , , , , , , 
24-Jul-00,565, , , , , , , , , 
25-Jul-00,799, , , , , , , , , 
26-Jul-00,654, , , , , , , , , 
27-Jul-00,624, , , , , , , , , 
28-Jul-00,726, , , , , , , , , 
29-Jul-00,637, , , , , , , , , 
30-Jul-00,543, , , , , , , , , 
31-Jul-00,696, , , , , , , , , 
1-Aug-00,423, , , , , , , , , 
2-Aug-00,684, , , , , , , , , 
3-Aug-00,612, , , , , , , , , 
4-Aug-00,575, , , , , , , , , 
5-Aug-00,630, , , , , , , , , 
6-Aug-00,414, , , , , , , , , 
7-Aug-00,501, , , , , , , , , 
8-Aug-00,509, , , , , , , , , 
9-Aug-00,346, , , , , , , , , 
10-Aug-00,252, , , , , , , , , 
11-Aug-00,395, , , , , , , , , 
12-Aug-00,584, , , , , , , , , 
13-Aug-00,622, , , , , , , , , 
14-Aug-00,506, , , , , , , , , 
15-Aug-00,475, , , , , , , , , 
16-Aug-00,491, , , , , , , , , 
17-Aug-00,612, , , , , , , , , 
18-Aug-00,546, , , , , , , , , 
19-Aug-00,641, , , , , , , , , 
20-Aug-00,594, , , , , , , , , 
21-Aug-00,754, , , , , , , , , 
22-Aug-00,839, , , , , , , , , 
23-Aug-00,643, , , , , , , , , 
24-Aug-00,703, , , , , , , , , 
25-Aug-00,745, , , , , , , , , 
26-Aug-00,752, , , , , , , , , 
27-Aug-00,724, , , , , , , , , 
28-Aug-00,585, , , , , , , , , 
29-Aug-00,771, , , , , , , , , 
30-Aug-00,663, , , , , , , , , 
31-Aug-00,652, , , , , , , , , 
1-Sep-00,564, , , , , , , , , 
2-Sep-00,671, , , , , , , , , 
3-Sep-00,447, , , , , , , , , 
4-Sep-00,440, , , , , , , , , 
5-Sep-00,598, , , , , , , , , 
6-Sep-00,726, , , , , , , , , 
7-Sep-00,679, , , , , , , , , 
8-Sep-00,568, , , , , , , , , 
9-Sep-00,913, , , , , , , , , 
10-Sep-00,428, , , , , , , , , 
11-Sep-00,659, , , , , , , , , 
12-Sep-00,551, , , , , , , , , 
13-Sep-00,756, , , , , , , , , 
14-Sep-00,536, , , , , , , , , 
15-Sep-00,101, , , , , , , , , 
16-Sep-00,428, , , , , , , , , 
17-Sep-00,389, , , , , , , , , 
18-Sep-00,1239, , , , , , , , , 
19-Sep-00,597, , , , , , , , , 
20-Sep-00,303, , , , , , , , , 
21-Sep-00,204, , , , , , , , , 
22-Sep-00,61, , , , , , , , , 
23-Sep-00,500, , , , , , , , , 
24-Sep-00,492, , , , , , , , , 
25-Sep-00,520, , , , , , , , , 
26-Sep-00,499, , , , , , , , , 
27-Sep-00,469, , , , , , , , , 
28-Sep-00,3782, , , , , , , , , 
29-Sep-00,-2717, , , , , , , , , 
30-Sep-00,569, , , , , , , , , 
1-Oct-00,289, , , , , , , , , 
2-Oct-00,325, , , , , , , , , 
3-Oct-00,339, , , , , , , , , 
4-Oct-00,338, , , , , , , , , 
5-Oct-00,362, , , , , , , , , 
6-Oct-00,169, , , , , , , , , 
7-Oct-00,290, , , , , , , , , 
8-Oct-00,308, , , , , , , , , 
9-Oct-00,267, , , , , , , , , 
10-Oct-00,184, , , , , , , , , 
11-Oct-00,473, , , , , , , , , 
12-Oct-00,497, , , , , , , , , 
13-Oct-00,522, , , , , , , , , 
14-Oct-00,434, , , , , , , , , 
15-Oct-00,496, , , , , , , , , 
16-Oct-00,471, , , , , , , , , 
17-Oct-00,449, , , , , , , , , 
18-Oct-00,505, , , , , , , , , 
19-Oct-00,492, , , , , , , , , 
20-Oct-00,488, , , , , , , , , 
21-Oct-00,449, , , , , , , , , 
22-Oct-00,575, , , , , , , , , 
23-Oct-00,532, , , , , , , , , 
24-Oct-00,744, , , , , , , , , 
25-Oct-00,603, , , , , , , , , 
26-Oct-00,524, , , , , , , , , 
27-Oct-00,597, , , , , , , , , 
28-Oct-00,534, , , , , , , , , 
29-Oct-00,631, , , , , , , , , 
30-Oct-00,673, , , , , , , , , 
31-Oct-00,475, , , , , , , , , 
1-Nov-00,681, , , , , , , , , 
2-Nov-00,496, , , , , , , , , 
3-Nov-00,524, , , , , , , , , 
4-Nov-00,489, , , , , , , , , 
5-Nov-00,707, , , , , , , , , 
6-Nov-00,488, , , , , , , , , 
7-Nov-00,396, , , , , , , , , 
8-Nov-00,415, , , , , , , , , 
9-Nov-00,457, , , , , , , , , 
10-Nov-00,491, , , , , , , , , 
11-Nov-00,579, , , , , , , , , 
12-Nov-00,420, , , , , , , , , 
13-Nov-00,360, , , , , , , , , 
14-Nov-00,296, , , , , , , , , 
15-Nov-00,524, , , , , , , , , 
16-Nov-00,374, , , , , , , , , 
